#,Item,Poste,Tax year/D'année d'imposition, Grand total males/Total global hommes #,Grand total males/Total global hommes $ (000),Grand total females/Total global femmes #,Grand total total/Total global femmes $ (000),Grand total total/Total global total #,Grand total total/Total global total $ (000),Age group: under 20 males/Groupe d'âge : moins de 20 ans hommes #,Age group: under 20 males/Groupe d'âge : moins de 20 ans hommes $ (000),Age group: under 20 females/Groupe d'âge : moins de 20 ans femmes #,Age group: under 20 females/Groupe d'âge : moins de 20 ans femmes $ (000),Age group: under 20 total/Groupe d'âge : moins de 20 ans total #,Age group: under 20 total/Groupe d'âge : moins de 20 ans total $ (000),Age group: 20-24 males/Groupe d'âge : 20-24 hommes #,Age group: 20-24 males/Groupe d'âge : 20-24 hommes $ (000),Age group: 20-24 females/Groupe d'âge : 20-24 femmes #,Age group: 20-24 females/Groupe d'âge : 20-24 femmes $ (000),Age group: 20-24 total/Groupe d'âge : 20-24 total #,Age group: 20-24 total/Groupe d'âge : 20-24 total $ (000),Age group: 25-29 males/Groupe d'âge : 25-29 hommes #,Age group: 25-29 males/Groupe d'âge : 25-29 hommes $ (000),Age group: 25-29 females/Groupe d'âge : 25-29 femmes #,Age group: 25-29 females/Groupe d'âge : 25-29 femmes $ (000),Age group: 25-29 total/Groupe d'âge : 25-29 total #,Age group: 25-29 total/Groupe d'âge : 25-29 total $ (000),Age group: 30-34 males/Groupe d'âge : 30-34 hommes #,Age group: 30-34 males/Groupe d'âge : 30-34 hommes $ (000),Age group: 30-34 females/Groupe d'âge : 30-34 femmes #,Age group: 30-34 females/Groupe d'âge : 30-34 femmes $ (000),Age group: 30-34 total/Groupe d'âge : 30-34 total #,Age group: 30-34 total/Groupe d'âge : 30-34 total $ (000),Age group: 35-39 males/Groupe d'âge : 35-39 hommes #,Age group: 35-39 males/Groupe d'âge : 35-39 hommes $ (000),Age group: 35-39 females/Groupe d'âge : 35-39 femmes #,Age group: 35-39 females/Groupe d'âge : 35-39 femmes $ (000),Age group: 35-39 total/Groupe d'âge : 35-39 total #,Age group: 35-39 total/Groupe d'âge : 35-39 total $ (000),Age group: 40-44 males/Groupe d'âge : 40-44 hommes #,Age group: 40-44 males/Groupe d'âge : 40-44 hommes $ (000),Age group: 40-44 females/Groupe d'âge : 40-44 femmes #,Age group: 40-44 females/Groupe d'âge : 40-44 femmes $ (000),Age group: 40-44 total/Groupe d'âge : 40-44 total #,Age group: 40-44 total/Groupe d'âge : 40-44 total $ (000),Age group: 45-49 males/Groupe d'âge : 45-49 hommes #,Age group: 45-49 males/Groupe d'âge : 45-49 hommes $ (000),Age group: 45-49 females/Groupe d'âge : 45-49 femmes #,Age group: 45-49 females/Groupe d'âge : 45-49 femmes $ (000),Age group: 45-49 total/Groupe d'âge : 45-49 total #,Age group: 45-49 total/Groupe d'âge : 45-49 total $ (000),Age group: 50-54 males/Groupe d'âge : 50-54 hommes #,Age group: 50-54 males/Groupe d'âge : 50-54 hommes $,Age group: 50-54 females/Groupe d'âge : 50-54 femmes #,Age group: 50-54 females/Groupe d'âge : 50-54 femmes $,Age group: 50-54 total/Groupe d'âge : 50-54 total #,Age group: 50-54 total/Groupe d'âge : 50-54 total $,Age group: 55-59 males/Groupe d'âge : 55-59 hommes #,Age group: 55-59 males/Groupe d'âge : 55-59 hommes $ (000),Age group: 55-59 females/Groupe d'âge : 55-59 femmes #,Age group: 55-59 females/Groupe d'âge : 55-59 femmes $ (000),Age group: 55-59 total/Groupe d'âge : 55-59 total #,Age group: 55-59 total/Groupe d'âge : 55-59 total $ (000),Age group: 60-64 males/Groupe d'âge : 60-64 hommes #,Age group: 60-64 males/Groupe d'âge : 60-64 hommes $ (000),Age group: 60-64 females/Groupe d'âge : 60-64 femmes #,Age group: 60-64 females/Groupe d'âge : 60-64 femmes $ (000),Age group: 60-64 total/Groupe d'âge : 60-64 total #,Age group: 60-64 total/Groupe d'âge : 60-64 total $ (000),Age group: 65-69 males/Groupe d'âge : 65-69 hommes #,Age group: 65-69 males/Groupe d'âge : 65-69 hommes $ (000),Age group: 65-69 females/Groupe d'âge : 65-69 femmes #,Age group: 65-69 females/Groupe d'âge : 65-69 femmes $ (000),Age group: 65-69 total/Groupe d'âge : 65-69 total #,Age group: 65-69 total/Groupe d'âge : 65-69 total $ (000),Age group: 70-74 males/Groupe d'âge : 70-74 hommes #,Age group: 70-74 males/Groupe d'âge : 70-74 hommes $ (000),Age group: 70-74 females/Groupe d'âge : 70-74 femmes #,Age group: 70-74 females/Groupe d'âge : 70-74 femmes $ (000),Age group: 70-74 total/Groupe d'âge : 70-74 total #,Age group: 70-74 total/Groupe d'âge : 70-74 total $ (000),Age group: 75 and over males/Groupe d'âge : 75 et plus hommes #,Age group: 75 and over males/Groupe d'âge : 75 et plus hommes $ (000),Age group: 75 and over females/Groupe d'âge : 75 et plus femmes #,Age group: 75 and over females/Groupe d'âge : 75 et plus femmes $ (000),Age group: 75 and over total/Groupe d'âge : 75 et plus total #,Age group: 75 and over total/Groupe d'âge : 75 et plus total $ (000)
38,Deductions for CPP/QPP contributions on self-employment and other earnings,Déductions pour cotisations au RPC ou au RRQ pour le revenu d'un travail indépendant et pour d'autres revenus,2012, 19280,17034,13710,8437,33000,25474,140,35,70,10,210,45,690,293,510,144,1200,440,1040,698,970,516,2010,1214,1420,1175,1320,790,2730,1964,1670,1484,1530,988,3200,2471,2170,2139,1800,1205,3970,3345,2730,2695,2030,1334,4760,4029,2940,2876,1980,1298,4920,4174,2830,2648,1750,1164,4580,3812,2530,2215,1310,790,3840,3004,1010,734,410,183,1420,916,110,43,40,16,150,58,,,,,,
39,Deductions for provincial parental insurance plan (PPIP) premiums on self-employment income,Déduction pour cotisations au Régime provincial d'assurance parentale (RPAP) pour le revenu d'un travail indépendant,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Exploration and development expenses,Frais d'exploration et d'aménagement,2012, 600,8397,260,2406,860,10803,,,,,,,,,,,,,,,,,,,,,,,,,10,181,,,10,199,10,110,,,20,150,60,832,20,172,80,1004,60,1387,30,236,80,1623,90,994,40,279,120,1273,120,1916,40,237,160,2153,80,557,30,104,110,661,70,679,30,381,110,1060,110,1707,60,934,170,2640
41,Other employment expenses,Autres dépenses d'emploi,2012, 15120,68244,8050,23559,23170,91803,60,55,30,16,90,71,550,1082,280,418,830,1500,960,2656,580,1181,1540,3837,1230,4736,850,2299,2080,7034,1710,7372,920,2730,2630,10102,1910,9243,1110,3355,3020,12598,2290,10920,1280,3990,3570,14910,2280,11759,1260,3868,3540,15627,1980,10158,990,3312,2960,13470,1290,5983,510,1594,1790,7577,600,2993,180,481,780,3474,190,1046,60,268,250,1314,70,242,10,46,80,288
42,Clergy residence deduction,Déduction pour la résidence d'un membre du clergé,2012, 710,7872,240,2355,950,10228,,,,,,,,,,,,,30,300,,,40,333,40,464,20,127,60,591,50,629,20,139,70,768,80,981,20,227,100,1208,90,1005,30,323,120,1329,90,1093,40,420,130,1513,100,1294,40,441,150,1735,100,1108,40,418,140,1526,60,568,20,189,80,757,40,286,,,40,309,,,,,,
43,Other deductions,Autres déductions,2012, 13530,18767,12320,26452,25860,45220,70,34,60,37,140,71,700,377,530,215,1240,592,1110,773,1090,596,2200,1370,1180,1078,1220,743,2400,1820,1190,962,1190,770,2380,1732,1240,1226,1110,1024,2350,2250,1460,1460,1370,1020,2830,2480,1570,2038,1310,2153,2890,4192,1450,1518,1170,1754,2620,3272,1430,2057,1130,2159,2550,4217,920,1986,810,2130,1730,4116,500,1750,410,3447,910,5197,720,3508,920,10405,1640,13913
44,Total deductions before adjustments,Total des déductions avant rajustements,2012, 195870,1338825,172220,770380,368100,2109231,1000,482,640,283,1630,765,7780,12306,6700,9230,14490,21538,12500,38687,13590,38909,26090,77597,14790,64598,16760,72257,31550,136858,16800,91122,17880,91855,34690,182978,19230,114650,19120,96728,38360,211380,22210,142331,21460,101720,43670,244051,24020,168873,22590,112584,46610,281462,22540,182389,19730,102943,42270,285333,19040,175801,13830,67243,32870,243048,14230,137372,8080,34285,22310,171657,8990,92142,4150,16220,13130,108361,12730,118073,7690,26122,20420,144203
45,Social benefits repayment,Remboursement des prestations de programmes sociaux,2012, 11420,28713,3620,10765,15040,39478,,,,,,,,,,,,,520,797,,,530,816,590,996,40,50,630,1046,670,1224,40,71,710,1294,810,1461,60,90,860,1551,980,1699,60,113,1040,1812,960,1713,80,123,1050,1836,1010,1904,90,126,1100,2031,850,1747,70,123,930,1870,2280,7674,930,2528,3210,10202,1000,3620,640,2051,1640,5671,1490,5440,1590,5461,3080,10902
46,Net income after adjustments,Revenu net après rajustements,2012, 347660,14816357,379440,11242261,727540,26061874,13440,108960,14040,99937,27520,208919,27300,552329,27770,420882,55220,973311,24620,828973,25950,641956,50700,1471179,23590,1011151,26470,780959,50110,1792165,24720,1226948,27140,896920,51870,2124363,27730,1476231,29730,1053397,57470,2530080,32340,1751338,34080,1231481,66430,2983407,35340,1918621,36780,1314841,72130,3233646,33780,1750980,34850,1217631,68630,2968901,30710,1438808,31830,998985,62550,2438285,26270,1063677,27810,813343,54080,1877043,18430,661498,19920,557561,38350,1219076,29390,1026843,43070,1214368,72470,2241500
47,Canadian Forces personnel and police deduction,Déduction pour le personnel des Forces canadiennes et des forces policières,2012, 170,4888,20,675,190,5563,,,,,,,,,,,,,30,876,,,40,1023,20,470,,,20,470,20,742,,,20,885,20,657,,,30,776,30,657,,,40,875,20,665,,,20,665,10,511,,,10,559,,,,,,,,,,,,,,,,,,,,,,,,
48,Security options deductions,Déductions pour options d'achat de titres,2012, 490,14020,210,1640,700,15659,,,,,,,,,,,,,,,20,21,,,,,40,60,80,720,70,856,,,90,1004,60,1099,20,124,90,1223,60,673,30,172,90,845,70,3456,20,631,90,4087,60,5116,20,64,80,5180,50,927,20,70,70,996,20,416,,,20,741,,,,,,,,,,,,
49,Other payments deductions,Déduction pour autres paiements,2012, 53370,310475,67210,352631,120580,663107,300,683,370,1210,670,1893,2030,8113,2630,14110,4660,22223,1780,9146,2290,13463,4070,22610,1650,9319,2230,13144,3880,22463,1900,13093,2080,13124,3990,26217,2380,17955,2260,14679,4640,32634,3220,26537,2810,19406,6030,45943,3970,35047,3120,22215,7090,57262,3920,36551,2860,22019,6780,58570,3810,34010,5320,33312,9130,67322,8750,42203,9930,43661,18680,85864,7280,30465,8430,35833,15700,66299,12380,47352,22890,106456,35270,153808
50,Non-capital losses of other years,Pertes autres que des pertes en capital d'autres années,2012, 350,3477,310,1756,660,5233,,,,,,,,,,,,,,,10,26,20,102,20,194,20,104,50,298,30,175,30,104,60,279,30,250,50,210,80,460,50,593,40,173,100,767,60,361,50,334,100,694,50,601,50,323,100,925,50,607,40,194,90,801,30,394,20,80,50,474,10,127,,,20,330,,,,,,
51,Net capital losses of other years,Pertes en capital nettes d'autres années,2012, 4980,14087,4810,8578,9790,22665,,,,,,,,,,,,,60,37,30,23,90,60,90,87,50,30,140,117,140,183,80,57,220,239,220,307,150,145,360,453,330,493,260,248,590,741,490,952,430,636,920,1588,660,1491,620,922,1280,2413,790,2281,770,1996,1550,4277,730,1800,740,1260,1470,3060,540,1009,550,905,1090,1915,930,5421,1090,2339,2030,7760
52,Capital gains deduction,Déduction pour gains en capital,2012, 610,52296,360,24746,970,77042,,,10,1355,20,1614,,,10,1949,20,2477,,,,,20,2090,20,2502,,,20,3363,30,2004,20,1125,50,3129,30,2819,20,708,50,3527,70,4691,40,2249,110,6940,60,5974,40,3427,100,9401,90,8557,40,3651,130,12208,110,9639,60,4672,170,14311,80,7121,30,1669,120,8790,50,1959,20,867,80,2826,50,4806,40,1558,90,6364
53,Northern residents deductions,Déductions pour les habitants de régions éloignées,2012, 350,797,130,366,480,1163,,,,,,,20,34,,,30,55,30,94,20,33,50,126,40,120,30,76,70,196,30,70,10,43,40,113,30,66,10,38,40,104,50,93,,,50,125,50,93,10,29,60,123,50,110,20,61,70,171,40,83,10,24,50,107,10,26,,,10,30,,,,,,,,,,,,
54,Additional deductions,Déductions supplémentaires,2012, 1730,7361,2440,10064,4170,17442,,,,,,,10,10,,,,,20,186,10,206,30,392,20,353,,,30,429,,,,,30,96,20,619,,,30,663,20,453,,,40,518,20,486,20,113,40,599,30,760,40,700,60,1460,100,849,140,215,240,1068,380,757,470,792,850,1550,410,710,450,1107,860,1817,680,2125,1250,6630,1930,8766
55,Farming/fishing losses of prior years,Pertes provenant de la pêche et pertes agricoles d'autres années,2012, 120,1272,40,322,160,1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,167,,,,,20,175,20,123,,,30,222,20,101,,,20,133,20,256,10,63,30,319,20,101,,,20,109,10,81,,,10,81,,,,,,
56,Total deductions from net income,Total des déductions du revenu net,2012, 61220,408701,74250,400779,135470,809496,310,985,390,2579,700,3564,2110,9037,2700,16169,4810,25206,1990,12529,2390,14574,4380,27103,1900,13709,2390,14416,4280,28126,2230,17200,2250,14794,4490,31994,2800,23926,2520,16078,5310,40004,3830,34338,3200,22591,7020,56930,4730,47159,3680,27483,8410,74643,4840,53798,3620,27822,8460,81620,4860,48654,6290,40545,11150,89203,9800,52829,10970,47798,20770,100628,8100,34455,9240,38922,17340,73377,13730,60081,24620,117007,38350,177099
57,Taxable income assessed,Revenu imposable établi,2012, 338770,14408779,370800,10841847,710020,25253866,13330,107976,13950,97358,27330,205355,26520,543295,27190,404732,53860,948127,23910,816479,25430,627407,49470,1444137,22920,997544,25810,766560,48780,1764159,23930,1209800,26340,882134,50290,2092430,26760,1452364,28790,1037350,55580,2490166,31010,1717056,32820,1208901,63830,2926546,33760,1871541,35400,1287391,69170,3159117,32400,1697379,33580,1189841,65980,2887510,30200,1390332,30900,958462,61100,2349282,26250,1010942,27780,765573,54040,1776537,18420,627207,19900,518717,38320,1145939,29360,966863,42910,1097420,72280,2064562
58,Basic personal amount,Montant personnel de base,2012, 351520,3789525,383510,4135907,736070,7935752,13950,150729,14500,156814,28520,308084,27920,300909,28200,304164,56600,609798,24960,268527,26170,281402,51450,553163,23880,256492,26710,286884,50670,544270,24990,268290,27490,295486,52500,564001,28030,301425,30150,324365,58200,626042,32700,352407,34610,373083,67320,725578,35770,385869,37360,403197,73140,789166,34230,369391,35460,382821,69690,752255,30920,333768,32030,345882,62950,679737,26320,284425,27830,300642,54160,585089,18450,199391,19920,215281,38380,414683,29400,317902,43080,465886,72490,783884
59,Age amount,Montant en raison de l'âge,2012, 70520,425361,88620,555575,159150,981005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24510,142895,27180,167704,51690,310612,17750,107858,19490,122203,37240,230068,28260,174607,41950,265668,70220,440325
60,Spouse or common-law partner amount,Montant pour époux ou conjoint de fait,2012, 39210,261090,10410,68797,49740,331022,30,220,10,80,40,347,670,4749,270,1971,960,6967,1840,13097,690,5048,2580,18669,2830,20581,900,6626,3750,27382,3480,26102,980,7427,4460,33572,3740,28653,1140,8262,4890,36947,4080,31534,1360,9659,5440,41197,4650,35745,1630,10775,6280,46541,4800,36520,1500,8878,6300,45409,4590,32064,930,4972,5520,37058,3540,17904,430,2165,3970,20069,1940,6540,220,1120,2160,7661,3040,7381,350,1815,3400,9203
61,Amount for eligible dependant,Montant pour personne à charge admissible,2012, 4060,41359,25920,267535,29980,308902,,,270,2927,280,2969,80,869,2140,22605,2230,23475,190,1973,3140,32946,3330,34918,400,4164,4200,44309,4600,48473,710,7495,5030,52668,5740,60163,930,9585,4960,51513,5890,61107,870,8760,3610,36367,4480,45127,480,4727,1640,15908,2110,20635,210,2036,480,4529,690,6564,90,859,160,1382,250,2240,40,390,90,819,140,1209,,,90,705,110,878,40,286,110,858,150,1144
62,Amount for children 17 and under,Montant pour enfants âgés de 17 ans ou moins,2012, 44750,174430,47900,173138,92730,347887,20,55,380,953,410,1008,600,1814,2880,8155,3490,10006,2550,8850,5220,17926,7810,26921,5920,23129,8470,33577,14400,56761,9060,39373,10310,41695,19380,81096,10370,43642,9890,37144,20270,80827,8880,33853,6990,22950,15880,56805,4860,16213,2910,8328,7770,24553,1680,5145,630,1755,2320,6900,500,1517,130,365,620,1882,200,604,60,190,270,794,60,166,,,90,246,30,70,,,40,88
63,Amount for infirm dependants age 18 or older,Montant pour personnes à charge âgées de 18 ans ou plus et ayant une déficience,2012, 440,2463,350,1947,790,4411,,,,,,,,,,,,,,,,,,,,,,,10,102,,,,,,,20,108,30,149,50,257,30,178,30,165,60,343,70,396,50,233,120,629,70,397,70,401,140,798,70,366,40,204,110,570,60,341,30,168,90,509,50,270,30,151,80,420,50,311,60,355,120,665
64,CPP or QPP contributions through employment,Cotisations d'employé au RPC ou au RRQ,2012, 204610,316595,200090,251738,404720,568361,6150,1976,6180,1366,12330,3342,21800,18246,20910,12534,42720,30781,20830,28835,19870,22387,40710,51228,20120,32988,20080,26653,40200,59642,20710,36242,20770,29913,41480,66160,22520,40633,22850,33804,45370,74443,25350,45957,26080,38544,51430,84504,26420,47513,26840,39673,53270,87187,22370,38506,21520,30086,43890,68594,13980,20987,11910,14089,25900,35081,4130,4597,2940,2630,7060,7227,,,,,,,,,,,,
65,CPP or QPP contributions on self-employment and other earnings,Cotisations au RPC ou au RRQ pour le revenu d'un travail indépendant et pour d'autres revenus,2012, 19280,17034,13710,8437,33000,25474,140,35,70,10,210,45,690,293,510,144,1200,440,1040,698,970,516,2010,1214,1420,1175,1320,790,2730,1964,1670,1484,1530,988,3200,2471,2170,2139,1800,1205,3970,3345,2730,2695,2030,1334,4760,4029,2940,2876,1980,1298,4920,4174,2830,2648,1750,1164,4580,3812,2530,2215,1310,790,3840,3004,1010,734,410,183,1420,916,110,43,40,16,150,58,,,,,,
66,Employment Insurance premiums,Cotisations d'employé à l'assurance-emploi,2012, 210000,122368,207070,101210,417090,223588,9870,1549,10180,1321,20060,2870,22820,8078,22190,6037,45010,14115,21210,11548,20480,9321,41700,20871,20160,12705,20350,10598,40510,23303,20430,13623,20830,11640,41260,25264,22070,15104,22800,13144,44870,28251,24630,16923,25770,14858,50400,31782,25500,17371,26480,15280,51970,32651,21440,14013,21150,11603,42590,25616,13560,7749,11800,5532,25370,13283,6080,2879,4060,1585,10140,4464,1680,638,790,243,2470,881,560,187,180,49,740,236
67,PPIP premiums paid,Cotisations au RPAP,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PPIP premiums payable on employment income,Cotisations au RPAP à payer sur le revenu d'emploi,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PPIP premiums payable on self-employment income,Cotisations au RPAP à payer sur le revenu d'un travail indépendant,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Volunteer firefighters' amount,Montant pour les pompiers volontaires,2012, 4950,14858,630,1899,5590,16757,130,378,20,48,140,426,360,1092,60,192,430,1284,350,1047,60,183,410,1230,410,1214,70,210,480,1424,520,1572,80,225,600,1797,650,1950,80,249,730,2199,600,1797,80,243,680,2040,600,1797,70,216,670,2013,500,1485,50,150,550,1635,370,1107,40,120,410,1227,260,789,20,45,280,834,130,393,,,140,405,80,237,,,80,243
71,Canada employment amount,Montant canadien pour emploi,2012, 234950,248800,230980,244616,465960,493446,11960,12608,12360,13007,24320,25617,24250,26128,23890,25652,48140,51784,22030,23872,21640,23328,43680,47206,20860,22662,21500,23174,42360,45839,21410,23234,22000,23763,43410,47001,23300,25299,24180,26122,47490,51427,26370,28621,27540,29837,53910,58460,27830,30153,28730,31078,56570,61233,24510,26106,23970,25555,48480,51662,17330,17656,14960,15274,32290,32932,9070,8435,6440,5815,15510,14250,3380,2661,2110,1388,5490,4049,2680,1365,1640,622,4320,1987
72,Public transit amount,Montant pour le transport en commun,2012, 6930,3192,8940,4193,15890,7388,260,58,430,101,700,161,1150,360,1530,465,2680,826,1050,452,1270,523,2320,976,880,427,950,460,1830,887,690,359,760,394,1450,753,600,315,760,410,1360,725,660,342,920,517,1580,858,630,353,900,542,1530,895,460,253,670,395,1130,648,280,151,440,251,720,402,140,64,140,60,280,124,70,29,80,35,150,64,70,29,100,40,170,69
73,Children's fitness amount,Montant pour la condition physique des enfants,2012, 21050,12179,17590,9258,38650,21437,,,,,,,40,10,90,18,130,28,440,123,780,242,1220,365,2060,846,2630,1044,4700,1890,4760,2648,4550,2428,9310,5076,5940,3854,4870,2924,10810,6778,4720,2956,3250,1898,7970,4854,2280,1308,1170,602,3450,1910,590,319,190,83,780,402,160,78,30,10,180,88,50,29,10,5,60,34,20,7,,,20,8,,,,,,
74,Children's arts amount,Montant pour les activités artistiques des enfants,2012, 7050,3478,5790,2589,12840,6068,,,,,,,,,20,4,20,6,100,33,160,48,260,80,520,186,670,213,1200,399,1420,620,1440,598,2860,1218,2170,1148,1760,859,3930,2007,1650,884,1190,608,2840,1492,840,441,460,215,1290,657,240,119,80,36,320,156,70,32,,,70,37,30,10,,,30,12,,,,,,,,,,,,
75,Home buyers' amount,Montant pour l'achat d'une habitation,2012, 2760,12922,1870,8534,4620,21457,,,,,,,430,2065,220,1012,660,3077,890,4154,570,2572,1460,6725,610,2871,410,1910,1030,4782,300,1408,230,1107,530,2515,210,981,150,676,360,1658,130,614,110,511,240,1124,90,389,90,400,170,789,30,163,40,169,70,332,30,139,30,113,60,253,20,75,10,50,30,125,,,,,,,,,,,,
76,Pension income amount,Montant pour revenu de pension,2012, 72400,139450,86200,164965,158620,304440,60,95,50,66,110,161,70,96,100,153,170,249,20,19,30,42,50,61,30,47,50,84,80,131,80,139,160,301,240,440,380,732,530,1025,910,1759,1060,2087,1350,2608,2410,4695,2440,4782,3300,6454,5740,11236,6280,12341,8930,17500,15210,29843,11450,22451,13760,26952,25220,49404,15650,30161,16970,32550,32620,62714,13040,25055,13590,25845,26630,50902,21850,41446,27380,51385,49230,92844
77,Caregiver amount,Montant pour aidants naturels,2012, 2720,13992,2190,10334,4910,24325,,,,,,,10,60,,,,,30,129,10,72,40,201,40,155,30,187,70,342,70,311,90,484,160,795,220,1074,210,1022,420,2096,430,2222,330,1456,760,3678,520,2728,420,2027,940,4755,460,2386,370,1668,830,4055,400,2051,290,1321,690,3372,280,1380,200,889,480,2269,130,669,100,485,230,1154,150,825,130,617,270,1442
78,Disability amount ,Montant pour personnes handicapées,2012, 15140,113961,14000,105156,29130,219124,180,1553,110,890,290,2443,430,3171,240,1822,670,4993,320,2368,230,1691,550,4058,290,2160,300,2219,580,4379,360,2686,350,2648,710,5334,520,3940,540,4079,1070,8019,830,6204,820,6113,1640,12317,1210,9059,1220,9148,2430,18207,1740,13107,1610,12066,3350,25173,2160,16259,1680,12649,3850,28916,1800,13545,1400,10512,3200,24058,1510,11399,1020,7653,2530,19052,3790,28509,4480,33666,8270,62174
79,Disability amount transferred from a dependant,Montant pour personnes handicapées transféré d'une personne à charge,2012, 4570,45479,4580,45320,9150,90799,,,,,,,20,151,30,246,40,397,70,787,120,1341,190,2128,200,2431,390,4733,600,7163,480,5634,670,7805,1140,13439,750,8813,830,9415,1580,18228,850,9207,720,7294,1570,16501,740,6928,580,5102,1320,12030,500,4209,430,3449,930,7659,380,2927,320,2326,690,5253,260,2015,210,1510,470,3525,150,1143,110,759,260,1902,170,1233,180,1341,350,2574
80,Interest paid on student loans,Intérêts payés sur des prêts étudiants,2012, 9590,5277,14490,9356,24090,14633,50,5,50,7,90,13,1700,715,1890,1010,3580,1725,3040,1901,4500,3384,7540,5285,2640,1505,4330,2914,6970,4418,1300,718,2140,1238,3440,1957,500,255,780,410,1280,665,210,106,420,221,630,328,90,36,220,92,310,128,50,25,120,50,170,75,20,7,40,18,50,24,,,,,20,6,,,,,,,,,,,,
81,"Tuition, education, and textbook amounts ","Frais de scolarité, montant relatif aux études et montant pour manuels",2012, 17370,99359,22870,126746,40240,226118,1000,4234,940,3898,1940,8132,6750,38778,7850,44642,14590,83420,4270,31145,5720,43037,9990,74196,1930,11990,2730,14365,4660,26355,1060,5046,1680,7209,2750,12254,830,3282,1310,5081,2130,8363,630,2308,1150,4213,1780,6521,440,1365,820,2612,1250,3977,260,764,420,1208,690,1972,120,310,160,358,280,668,50,82,60,89,110,171,,,20,23,40,60,,,20,13,30,30
82,"Tuition, education, and textbook amounts transferred from a child","Frais de scolarité, montant relatif aux études et montant pour manuels transférés d'un enfant",2012, 10240,54643,7230,36519,17470,91163,,,,,,,,,,,,,,,,,,,20,63,20,42,40,104,90,321,160,637,240,958,580,2619,760,3330,1340,5949,2380,12378,2120,10532,4490,22910,3610,20181,2450,13098,6060,33279,2290,12485,1240,6546,3520,19032,900,4744,360,1745,1260,6489,260,1250,60,269,320,1519,60,315,20,117,90,432,60,271,30,160,90,431
83,Amounts transferred from spouse or common-law partner,Montants transférés d'un époux ou conjoint de fait,2012, 22390,123192,12870,63220,35320,186608,,,10,33,20,64,,,170,527,390,1301,590,2322,400,1587,1030,4019,670,2684,570,2531,1250,5257,670,2778,590,2869,1270,5650,680,3036,620,2954,1300,5994,750,3485,670,3490,1420,6975,840,4085,880,4760,1710,8846,1130,5387,1190,6590,2320,11984,1770,8672,2160,11105,3930,19777,3630,19726,2120,10171,5750,29896,3950,23310,1570,7218,5530,30536,7490,46924,1910,9384,9400,56308
84,Medical expenses,Montant admissible des frais médicaux,2012, 60070,132192,94820,203892,154900,336182,190,138,310,166,500,304,1040,783,1850,1335,2890,2118,1610,1597,3390,3370,5000,4967,2200,2686,4740,5679,6940,8366,2940,3991,6100,8570,9030,12561,3850,6242,7500,10957,11350,17200,4940,8302,9130,14145,14070,22448,5940,9976,10240,16282,16180,26258,6560,11677,10120,17635,16680,29312,7190,14388,10060,18945,17250,33333,7990,17927,9310,19187,17300,37114,5890,13825,6940,15051,12830,28876,9750,40661,15140,72567,24890,113326
85,Total tax credits on personal amounts,Crédits d'impôt nets alloués,2012, 351520,926005,383510,990156,736080,1918001,13950,26058,14500,27264,28520,53411,27920,61373,28200,64919,56610,127047,24960,60524,26170,67649,51450,128779,23880,60482,26710,70393,50670,131051,24990,66620,27490,75021,52500,141687,28030,75732,30150,80874,58200,156660,32700,86079,34610,87100,67320,173194,35770,90647,37360,88100,73140,178767,34230,83923,35460,80151,69690,164084,30920,73574,32030,69662,62950,143255,26320,82539,27830,83587,54160,166131,18450,59110,19920,59768,38380,118882,29400,99343,43080,135670,72490,235052
86,Allowable charitable donations and government gifts,Dons de bienfaisance et dons aux gouvernements admissibles,2012, 80520,106955,75400,78498,155930,185473,110,33,120,16,240,49,1140,459,1160,287,2310,763,2680,1231,2940,1004,5620,2235,3870,2155,4020,1583,7890,3738,4890,3224,4750,2225,9630,5449,5980,4844,5590,3405,11580,8249,7490,6386,6850,4606,14340,10992,8830,10016,8410,6556,17240,16573,9410,11609,8670,9156,18080,20764,9920,14765,8230,8977,18150,23742,8560,12261,6490,8156,15040,20417,6370,10858,5080,7363,11460,18221,11260,29114,13090,25163,24350,54280
87,Eligible cultural and ecological gifts,Montants admissibles des dons de biens culturels ou écosensibles,2012, 120,335,130,87,250,422,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,10,1,,,10,2,20,3,,,10,1,20,2,,,10,3,20,3,,,,,30,158,,,10,11,20,15,10,10,,,30,32,10,33,,,20,36,30,134,30,25,60,159
