#,Item,Poste,Tax year/D'année d'imposition, Grand total/Total global #,Grand total/Total global $ (000),4999 and under  / French #,4999 and under / French  $ (000),5000 - 9999 #,5000 - 9999 $ (000),10000 - 14999 #,10000 - 14999 $ (000),15000 - 19999 #,15000 - 19999 $ (000),20000 - 24999 #,20000 - 24999 $ (000),25000 - 29999 #,25000 - 29999 $ (000),30000 - 34999 #,30000 - 34999 $ (000),35000 - 39999 #,35000 - 39999 $ (000),40000 - 44999 #,40000 - 44999 $ (000),45000 - 49999 #,45000 - 49999 $ (000),50000 - 54999 #,50000 - 54999 $ (000),55000 - 59999 #,55000 - 59999 $ (000),60000 - 69999 #,60000 - 69999 $ (000),70000 - 79999 #,70000 - 79999 $ (000),80000 - 89999 #,80000 - 89999 $ (000),90000 - 99999 #,90000 - 99999 $ (000),100000 - 149999 #,100000 - 149999 $ (000),150000 - 249999 #,150000 - 249999 $ (000),250000 and over/et plus #,250000 and over/et plus $ (000)
91,Overseas employment tax credit,Crédit d'impôt pour emploi à l'étranger,2012, 800,8039,,,,,,,20,7,20,11,10,12,,,20,30,10,28,,,10,48,,,30,168,30,201,40,271,50,352,210,2089,220,3124,100,1638
92,Minimum tax carryover,Report d'impôt minimum,2012, 7550,20050,,,,,,,100,50,230,178,250,234,270,333,250,418,300,651,240,484,280,670,250,557,610,1380,580,1288,520,927,450,967,1430,2862,1040,3022,690,6020
93,Basic federal tax ,Impôt fédéral de base,2012, 2162080,14935253,1080,346,2750,900,51490,10604,110840,63972,163380,145162,165450,227557,173930,329391,176660,435039,172600,531014,147100,548688,127630,579518,113090,606339,188840,1252687,143940,1202192,110600,1110484,74680,889535,156320,2574716,55890,1671992,25830,2755116
94,Federal Foreign Tax Credit,Crédit fédéral pour impôt étranger,2012, 186110,169509,30,2,80,21,1250,93,3490,390,7170,811,8890,1181,10360,1446,11940,1980,13370,2365,11650,2509,10630,2825,9800,2711,17830,6282,14750,6636,11770,6571,8880,6200,22570,24780,12520,29637,9130,73067
95,Federal Political contribution tax credit,Crédit d'impôt pour contributions politiques fédérales,2012, 24820,3954,,,,,,,250,23,810,84,1120,133,1410,163,1690,217,1810,247,1630,233,1540,219,1450,216,2520,395,2120,342,1700,279,1180,213,3000,556,1460,330,1030,300
96,Investment Tax Credit,Crédit d'impôt à l'investissement,2012, 4810,11842,,,,,,,,,40,18,60,35,80,57,100,75,120,105,140,114,150,144,160,170,300,309,290,311,290,330,240,301,860,1178,830,1436,1120,7246
97,Labour-sponsored funds tax credit,Crédit d'impôt relatif à un fonds de travailleurs,2012, 1510,923,,,,,,,,,20,11,40,17,60,34,60,29,90,55,70,43,90,52,70,43,150,93,170,105,160,104,130,90,250,161,80,55,40,27
98,Alternative minimum tax payable,Impôt minimum de remplacement à payer,2012, 5150,23321,10,198,,,,,,,,,,,,,,,,,,,10,28,20,33,80,74,260,184,490,261,470,426,1840,2727,1040,4507,880,14705
99,Net federal tax,Impôt fédéral net,2012, 2153440,14754225,1030,359,2690,895,50830,10530,110050,63581,162240,144258,164560,226202,173260,327707,176090,432744,172080,528255,146660,545814,127280,576312,112820,603201,188350,1245625,143620,1194822,110350,1103191,74510,882754,155810,2548172,55580,1640747,25660,2679056
100,CPP contributions on self-employment,Cotisations au RPC à payer pour le revenu d'un travail indépendant et pour d'autres revenus,2012, 261210,405063,4530,591,27010,9196,42210,28526,31870,30906,25640,31687,21150,31673,17520,30128,15270,29027,13740,28369,11590,25773,8680,21908,6390,17952,9110,27346,6110,19345,4320,14223,3080,10435,7250,25996,3670,13787,2060,8196
101,Social Benefits repayment,Remboursement des prestation de programmes sociaux,2012, 70250,199293,,,,,,,,,,,,,,,,,,,,,,,940,291,5760,5438,13970,12263,11220,18439,8370,19570,17940,73022,7480,43197,4570,27073
102,Net Provincial Tax,Impôt provincial ou territorial net,2012, 1966510,6172979,770,112,1590,232,2000,477,9780,875,118030,21366,161760,69516,176340,121516,179330,161760,174800,206582,148360,214918,128910,224377,113230,231448,188350,470049,142970,444431,109740,417210,74150,346055,155090,1093611,55590,791805,25730,1356640
103,Total tax payable,Total à payer,2012, 2283540,21531946,5640,1064,29570,10333,81710,39556,123970,95392,170880,197347,175630,327421,182210,479386,182860,623556,177390,763238,150180,786532,130390,822624,114340,852914,190160,1748491,144550,1670885,110890,1553069,74890,1258821,156470,3740816,55930,2489538,25870,4070965
